rank,title,date,artist,region,streams
3,GALOPA,2021-11-05,PEDRO SAMPAIO,Brazil,866816.0
2,Arranhão - Ao Vivo,2021-11-05,Henrique & Juliano,Brazil,900627.0
1,Coração Cachorro,2021-11-05,"Avine Vinny, Matheus Fernandes",Brazil,930316.0
9,Nota de Repúdio - Ao Vivo,2021-11-05,Gusttavo Lima,Brazil,656634.0
8,Por Supuesto,2021-11-05,Marina Sena,Brazil,685614.0
10,Bala Love,2021-11-05,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,651289.0
6,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-05,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,704868.0
5,Ameaça,2021-11-05,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,708630.0
4,Revoada No Colchão,2021-11-05,"Zé Felipe, Marcynho Sensação",Brazil,785264.0
7,Esqueça-Me Se For Capaz,2021-11-05,"Marília Mendonça, Maiara & Maraisa",Brazil,692329.0
1,Esqueça-Me Se For Capaz,2021-11-06,"Marília Mendonça, Maiara & Maraisa",Brazil,1401029.0
3,Coração Cachorro,2021-11-06,"Avine Vinny, Matheus Fernandes",Brazil,1103122.0
5,Arranhão - Ao Vivo,2021-11-06,Henrique & Juliano,Brazil,987577.0
6,Revoada No Colchão,2021-11-06,"Zé Felipe, Marcynho Sensação",Brazil,904438.0
7,Ameaça,2021-11-06,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,826486.0
8,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-06,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,802219.0
9,Troca de Calçada,2021-11-06,Marília Mendonça,Brazil,787495.0
10,Ela me Falou Que Quer Rave,2021-11-06,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,742386.0
2,Todo Mundo Menos Você,2021-11-06,"Marília Mendonça, Maiara & Maraisa",Brazil,1157620.0
4,GALOPA,2021-11-06,PEDRO SAMPAIO,Brazil,1012295.0
8,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-07,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,751863.0
5,Revoada No Colchão,2021-11-07,"Zé Felipe, Marcynho Sensação",Brazil,877032.0
4,GALOPA,2021-11-07,PEDRO SAMPAIO,Brazil,931067.0
3,Todo Mundo Menos Você,2021-11-07,"Marília Mendonça, Maiara & Maraisa",Brazil,981387.0
2,Coração Cachorro,2021-11-07,"Avine Vinny, Matheus Fernandes",Brazil,1076094.0
1,Esqueça-Me Se For Capaz,2021-11-07,"Marília Mendonça, Maiara & Maraisa",Brazil,1211845.0
9,Ela me Falou Que Quer Rave,2021-11-07,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,703209.0
10,Bala Love,2021-11-07,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,650390.0
6,Arranhão - Ao Vivo,2021-11-07,Henrique & Juliano,Brazil,859922.0
7,Ameaça,2021-11-07,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,810615.0
1,Esqueça-Me Se For Capaz,2021-11-08,"Marília Mendonça, Maiara & Maraisa",Brazil,1178811.0
10,Ela me Falou Que Quer Rave,2021-11-08,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,561843.0
9,Por Supuesto,2021-11-08,Marina Sena,Brazil,581926.0
8,Ameaça,2021-11-08,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,585004.0
2,Todo Mundo Menos Você,2021-11-08,"Marília Mendonça, Maiara & Maraisa",Brazil,1048929.0
3,GALOPA,2021-11-08,PEDRO SAMPAIO,Brazil,755195.0
6,Revoada No Colchão,2021-11-08,"Zé Felipe, Marcynho Sensação",Brazil,611593.0
5,Arranhão - Ao Vivo,2021-11-08,Henrique & Juliano,Brazil,635335.0
7,Troca de Calçada,2021-11-08,Marília Mendonça,Brazil,589033.0
4,Coração Cachorro,2021-11-08,"Avine Vinny, Matheus Fernandes",Brazil,720295.0
8,Ameaça,2021-11-09,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,594927.0
7,Por Supuesto,2021-11-09,Marina Sena,Brazil,601769.0
10,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-09,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,553376.0
1,Esqueça-Me Se For Capaz,2021-11-09,"Marília Mendonça, Maiara & Maraisa",Brazil,1079183.0
2,Todo Mundo Menos Você,2021-11-09,"Marília Mendonça, Maiara & Maraisa",Brazil,983645.0
3,GALOPA,2021-11-09,PEDRO SAMPAIO,Brazil,772007.0
4,Coração Cachorro,2021-11-09,"Avine Vinny, Matheus Fernandes",Brazil,736101.0
9,Ela me Falou Que Quer Rave,2021-11-09,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,580240.0
6,Revoada No Colchão,2021-11-09,"Zé Felipe, Marcynho Sensação",Brazil,630850.0
5,Arranhão - Ao Vivo,2021-11-09,Henrique & Juliano,Brazil,663032.0
2,Todo Mundo Menos Você,2021-11-10,"Marília Mendonça, Maiara & Maraisa",Brazil,948898.0
9,Por Supuesto,2021-11-10,Marina Sena,Brazil,605972.0
10,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-10,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,561064.0
1,Esqueça-Me Se For Capaz,2021-11-10,"Marília Mendonça, Maiara & Maraisa",Brazil,1048152.0
3,GALOPA,2021-11-10,PEDRO SAMPAIO,Brazil,771123.0
4,Coração Cachorro,2021-11-10,"Avine Vinny, Matheus Fernandes",Brazil,750343.0
5,Arranhão - Ao Vivo,2021-11-10,Henrique & Juliano,Brazil,680085.0
6,Revoada No Colchão,2021-11-10,"Zé Felipe, Marcynho Sensação",Brazil,649756.0
8,Ela me Falou Que Quer Rave,2021-11-10,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,609360.0
7,Ameaça,2021-11-10,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,622694.0
6,Ameaça,2021-11-11,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,700381.0
1,Esqueça-Me Se For Capaz,2021-11-11,"Marília Mendonça, Maiara & Maraisa",Brazil,1044354.0
9,Por Supuesto,2021-11-11,Marina Sena,Brazil,600374.0
8,Ela me Falou Que Quer Rave,2021-11-11,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,654985.0
7,Revoada No Colchão,2021-11-11,"Zé Felipe, Marcynho Sensação",Brazil,668831.0
10,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-11,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,563988.0
5,Arranhão - Ao Vivo,2021-11-11,Henrique & Juliano,Brazil,703531.0
4,GALOPA,2021-11-11,PEDRO SAMPAIO,Brazil,767820.0
3,Coração Cachorro,2021-11-11,"Avine Vinny, Matheus Fernandes",Brazil,774511.0
2,Todo Mundo Menos Você,2021-11-11,"Marília Mendonça, Maiara & Maraisa",Brazil,930257.0
7,Arranhão - Ao Vivo,2021-11-12,Henrique & Juliano,Brazil,872495.0
6,Ela me Falou Que Quer Rave,2021-11-12,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,884480.0
2,Todo Mundo Menos Você,2021-11-12,"Marília Mendonça, Maiara & Maraisa",Brazil,1083047.0
4,Ameaça,2021-11-12,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,956398.0
3,Coração Cachorro,2021-11-12,"Avine Vinny, Matheus Fernandes",Brazil,981183.0
5,GALOPA,2021-11-12,PEDRO SAMPAIO,Brazil,954203.0
8,Revoada No Colchão,2021-11-12,"Zé Felipe, Marcynho Sensação",Brazil,860517.0
1,Esqueça-Me Se For Capaz,2021-11-12,"Marília Mendonça, Maiara & Maraisa",Brazil,1246509.0
10,Bala Love,2021-11-12,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,652120.0
9,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-12,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,713167.0
1,Esqueça-Me Se For Capaz,2021-11-13,"Marília Mendonça, Maiara & Maraisa",Brazil,1456342.0
10,Bala Love,2021-11-13,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,797442.0
9,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-13,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,923977.0
8,Arranhão - Ao Vivo,2021-11-13,Henrique & Juliano,Brazil,1099690.0
2,Coração Cachorro,2021-11-13,"Avine Vinny, Matheus Fernandes",Brazil,1333294.0
6,Revoada No Colchão,2021-11-13,"Zé Felipe, Marcynho Sensação",Brazil,1144587.0
5,GALOPA,2021-11-13,PEDRO SAMPAIO,Brazil,1188578.0
4,Todo Mundo Menos Você,2021-11-13,"Marília Mendonça, Maiara & Maraisa",Brazil,1231368.0
7,Ela me Falou Que Quer Rave,2021-11-13,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,1126030.0
3,Ameaça,2021-11-13,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,1274898.0
9,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-14,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,848476.0
8,Arranhão - Ao Vivo,2021-11-14,Henrique & Juliano,Brazil,970199.0
6,Todo Mundo Menos Você,2021-11-14,"Marília Mendonça, Maiara & Maraisa",Brazil,1031467.0
10,Putariazinha,2021-11-14,Felipe Amorim,Brazil,733247.0
4,GALOPA,2021-11-14,PEDRO SAMPAIO,Brazil,1061806.0
5,Revoada No Colchão,2021-11-14,"Zé Felipe, Marcynho Sensação",Brazil,1052598.0
1,Coração Cachorro,2021-11-14,"Avine Vinny, Matheus Fernandes",Brazil,1256579.0
7,Ela me Falou Que Quer Rave,2021-11-14,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,1015715.0
3,Ameaça,2021-11-14,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,1181400.0
2,Esqueça-Me Se For Capaz,2021-11-14,"Marília Mendonça, Maiara & Maraisa",Brazil,1231709.0
1,Esqueça-Me Se For Capaz,2021-11-15,"Marília Mendonça, Maiara & Maraisa",Brazil,1148285.0
2,Coração Cachorro,2021-11-15,"Avine Vinny, Matheus Fernandes",Brazil,1058358.0
3,Ameaça,2021-11-15,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,1026457.0
5,GALOPA,2021-11-15,PEDRO SAMPAIO,Brazil,939865.0
6,Revoada No Colchão,2021-11-15,"Zé Felipe, Marcynho Sensação",Brazil,919468.0
7,Ela me Falou Que Quer Rave,2021-11-15,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,876177.0
8,Arranhão - Ao Vivo,2021-11-15,Henrique & Juliano,Brazil,863919.0
9,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",2021-11-15,"DJ Patrick Muniz, Dj Olliver, Mc Topre",Brazil,726665.0
10,Putariazinha,2021-11-15,Felipe Amorim,Brazil,639625.0
4,Todo Mundo Menos Você,2021-11-15,"Marília Mendonça, Maiara & Maraisa",Brazil,971281.0
9,Por Supuesto,2021-11-16,Marina Sena,Brazil,594362.0
10,Presepada,2021-11-16,"Marília Mendonça, Maiara & Maraisa",Brazil,587507.0
4,GALOPA,2021-11-16,PEDRO SAMPAIO,Brazil,725782.0
8,Arranhão - Ao Vivo,2021-11-16,Henrique & Juliano,Brazil,630630.0
7,Revoada No Colchão,2021-11-16,"Zé Felipe, Marcynho Sensação",Brazil,631694.0
6,Ela me Falou Que Quer Rave,2021-11-16,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,663424.0
5,Coração Cachorro,2021-11-16,"Avine Vinny, Matheus Fernandes",Brazil,698981.0
1,Esqueça-Me Se For Capaz,2021-11-16,"Marília Mendonça, Maiara & Maraisa",Brazil,942014.0
3,Ameaça,2021-11-16,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,755617.0
2,Todo Mundo Menos Você,2021-11-16,"Marília Mendonça, Maiara & Maraisa",Brazil,816764.0
8,Revoada No Colchão,2021-11-17,"Zé Felipe, Marcynho Sensação",Brazil,650059.0
7,Presepada,2021-11-17,"Marília Mendonça, Maiara & Maraisa",Brazil,653361.0
6,Ela me Falou Que Quer Rave,2021-11-17,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,678614.0
5,Coração Cachorro,2021-11-17,"Avine Vinny, Matheus Fernandes",Brazil,717823.0
3,GALOPA,2021-11-17,PEDRO SAMPAIO,Brazil,758683.0
2,Todo Mundo Menos Você,2021-11-17,"Marília Mendonça, Maiara & Maraisa",Brazil,838919.0
1,Esqueça-Me Se For Capaz,2021-11-17,"Marília Mendonça, Maiara & Maraisa",Brazil,973284.0
4,Ameaça,2021-11-17,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,754137.0
9,Arranhão - Ao Vivo,2021-11-17,Henrique & Juliano,Brazil,649886.0
10,Por Supuesto,2021-11-17,Marina Sena,Brazil,629266.0
2,Todo Mundo Menos Você,2021-11-18,"Marília Mendonça, Maiara & Maraisa",Brazil,859478.0
10,Revoada No Colchão,2021-11-18,"Zé Felipe, Marcynho Sensação",Brazil,615629.0
9,Por Supuesto,2021-11-18,Marina Sena,Brazil,660347.0
1,Esqueça-Me Se For Capaz,2021-11-18,"Marília Mendonça, Maiara & Maraisa",Brazil,1008004.0
8,Ela me Falou Que Quer Rave,2021-11-18,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,682813.0
7,Arranhão - Ao Vivo,2021-11-18,Henrique & Juliano,Brazil,686349.0
6,Coração Cachorro,2021-11-18,"Avine Vinny, Matheus Fernandes",Brazil,710147.0
5,Presepada,2021-11-18,"Marília Mendonça, Maiara & Maraisa",Brazil,713783.0
4,GALOPA,2021-11-18,PEDRO SAMPAIO,Brazil,742751.0
3,Ameaça,2021-11-18,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,750182.0
6,GALOPA,2021-11-19,PEDRO SAMPAIO,Brazil,889932.0
5,Arranhão - Ao Vivo,2021-11-19,Henrique & Juliano,Brazil,890196.0
4,Ameaça,2021-11-19,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,907734.0
2,Todo Mundo Menos Você,2021-11-19,"Marília Mendonça, Maiara & Maraisa",Brazil,1034362.0
1,Esqueça-Me Se For Capaz,2021-11-19,"Marília Mendonça, Maiara & Maraisa",Brazil,1179644.0
7,Vai Lá Em Casa Hoje,2021-11-19,"George Henrique & Rodrigo, Marília Mendonça",Brazil,857734.0
8,Coração Cachorro,2021-11-19,"Avine Vinny, Matheus Fernandes",Brazil,844599.0
9,Ela me Falou Que Quer Rave,2021-11-19,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,830027.0
10,Revoada No Colchão,2021-11-19,"Zé Felipe, Marcynho Sensação",Brazil,721756.0
3,Presepada,2021-11-19,"Marília Mendonça, Maiara & Maraisa",Brazil,923978.0
2,Todo Mundo Menos Você,2021-11-20,"Marília Mendonça, Maiara & Maraisa",Brazil,1209280.0
1,Esqueça-Me Se For Capaz,2021-11-20,"Marília Mendonça, Maiara & Maraisa",Brazil,1380460.0
3,Ameaça,2021-11-20,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,1140562.0
4,Arranhão - Ao Vivo,2021-11-20,Henrique & Juliano,Brazil,1134730.0
5,Coração Cachorro,2021-11-20,"Avine Vinny, Matheus Fernandes",Brazil,1134277.0
6,Vai Lá Em Casa Hoje,2021-11-20,"George Henrique & Rodrigo, Marília Mendonça",Brazil,1104616.0
7,GALOPA,2021-11-20,PEDRO SAMPAIO,Brazil,1075427.0
8,Presepada,2021-11-20,"Marília Mendonça, Maiara & Maraisa",Brazil,1068570.0
9,Ela me Falou Que Quer Rave,2021-11-20,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,1023740.0
10,Revoada No Colchão,2021-11-20,"Zé Felipe, Marcynho Sensação",Brazil,932931.0
10,Revoada No Colchão,2021-11-21,"Zé Felipe, Marcynho Sensação",Brazil,810161.0
1,Esqueça-Me Se For Capaz,2021-11-21,"Marília Mendonça, Maiara & Maraisa",Brazil,1150884.0
9,Ela me Falou Que Quer Rave,2021-11-21,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,860261.0
3,Coração Cachorro,2021-11-21,"Avine Vinny, Matheus Fernandes",Brazil,997849.0
4,Ameaça,2021-11-21,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,981593.0
5,Arranhão - Ao Vivo,2021-11-21,Henrique & Juliano,Brazil,971072.0
6,Vai Lá Em Casa Hoje,2021-11-21,"George Henrique & Rodrigo, Marília Mendonça",Brazil,929483.0
7,GALOPA,2021-11-21,PEDRO SAMPAIO,Brazil,902657.0
8,Presepada,2021-11-21,"Marília Mendonça, Maiara & Maraisa",Brazil,878609.0
2,Todo Mundo Menos Você,2021-11-21,"Marília Mendonça, Maiara & Maraisa",Brazil,1009726.0
6,GALOPA,2021-11-22,PEDRO SAMPAIO,Brazil,720573.0
10,Por Supuesto,2021-11-22,Marina Sena,Brazil,596810.0
9,Ela me Falou Que Quer Rave,2021-11-22,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,648666.0
8,Coração Cachorro,2021-11-22,"Avine Vinny, Matheus Fernandes",Brazil,655576.0
7,Arranhão - Ao Vivo,2021-11-22,Henrique & Juliano,Brazil,713992.0
1,Esqueça-Me Se For Capaz,2021-11-22,"Marília Mendonça, Maiara & Maraisa",Brazil,964150.0
4,Vai Lá Em Casa Hoje,2021-11-22,"George Henrique & Rodrigo, Marília Mendonça",Brazil,726904.0
3,Presepada,2021-11-22,"Marília Mendonça, Maiara & Maraisa",Brazil,797895.0
2,Todo Mundo Menos Você,2021-11-22,"Marília Mendonça, Maiara & Maraisa",Brazil,865058.0
5,Ameaça,2021-11-22,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,721261.0
10,Por Supuesto,2021-11-23,Marina Sena,Brazil,622103.0
4,GALOPA,2021-11-23,PEDRO SAMPAIO,Brazil,753306.0
5,Arranhão - Ao Vivo,2021-11-23,Henrique & Juliano,Brazil,747827.0
6,Vai Lá Em Casa Hoje,2021-11-23,"George Henrique & Rodrigo, Marília Mendonça",Brazil,746589.0
7,Ameaça,2021-11-23,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,732641.0
8,Coração Cachorro,2021-11-23,"Avine Vinny, Matheus Fernandes",Brazil,687638.0
9,Ela me Falou Que Quer Rave,2021-11-23,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,652150.0
3,Presepada,2021-11-23,"Marília Mendonça, Maiara & Maraisa",Brazil,807884.0
1,Esqueça-Me Se For Capaz,2021-11-23,"Marília Mendonça, Maiara & Maraisa",Brazil,987384.0
2,Todo Mundo Menos Você,2021-11-23,"Marília Mendonça, Maiara & Maraisa",Brazil,886886.0
9,Ela me Falou Que Quer Rave,2021-11-24,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,642903.0
8,Coração Cachorro,2021-11-24,"Avine Vinny, Matheus Fernandes",Brazil,691462.0
7,Ameaça,2021-11-24,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,727809.0
6,GALOPA,2021-11-24,PEDRO SAMPAIO,Brazil,743572.0
5,Arranhão - Ao Vivo,2021-11-24,Henrique & Juliano,Brazil,748758.0
4,Vai Lá Em Casa Hoje,2021-11-24,"George Henrique & Rodrigo, Marília Mendonça",Brazil,751162.0
3,Presepada,2021-11-24,"Marília Mendonça, Maiara & Maraisa",Brazil,784072.0
2,Todo Mundo Menos Você,2021-11-24,"Marília Mendonça, Maiara & Maraisa",Brazil,868415.0
1,Esqueça-Me Se For Capaz,2021-11-24,"Marília Mendonça, Maiara & Maraisa",Brazil,972237.0
10,Por Supuesto,2021-11-24,Marina Sena,Brazil,614844.0
10,Toma Toma Vapo Vapo,2021-11-25,"Zé Felipe, Mc Danny",Brazil,661755.0
8,Coração Cachorro,2021-11-25,"Avine Vinny, Matheus Fernandes",Brazil,730081.0
7,Ameaça,2021-11-25,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,766104.0
1,Esqueça-Me Se For Capaz,2021-11-25,"Marília Mendonça, Maiara & Maraisa",Brazil,1020127.0
4,Vai Lá Em Casa Hoje,2021-11-25,"George Henrique & Rodrigo, Marília Mendonça",Brazil,825104.0
3,Presepada,2021-11-25,"Marília Mendonça, Maiara & Maraisa",Brazil,834998.0
2,Todo Mundo Menos Você,2021-11-25,"Marília Mendonça, Maiara & Maraisa",Brazil,879002.0
6,GALOPA,2021-11-25,PEDRO SAMPAIO,Brazil,785826.0
9,Ela me Falou Que Quer Rave,2021-11-25,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,675912.0
5,Arranhão - Ao Vivo,2021-11-25,Henrique & Juliano,Brazil,788420.0
1,Esqueça-Me Se For Capaz,2021-11-26,"Marília Mendonça, Maiara & Maraisa",Brazil,1144454.0
10,Ela me Falou Que Quer Rave,2021-11-26,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,773385.0
9,Toma Toma Vapo Vapo,2021-11-26,"Zé Felipe, Mc Danny",Brazil,798107.0
8,Coração Cachorro,2021-11-26,"Avine Vinny, Matheus Fernandes",Brazil,828711.0
6,Ameaça,2021-11-26,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,891775.0
5,Arranhão - Ao Vivo,2021-11-26,Henrique & Juliano,Brazil,907659.0
4,Presepada,2021-11-26,"Marília Mendonça, Maiara & Maraisa",Brazil,946166.0
7,GALOPA,2021-11-26,PEDRO SAMPAIO,Brazil,877819.0
2,Vai Lá Em Casa Hoje,2021-11-26,"George Henrique & Rodrigo, Marília Mendonça",Brazil,993351.0
3,Todo Mundo Menos Você,2021-11-26,"Marília Mendonça, Maiara & Maraisa",Brazil,951053.0
2,Vai Lá Em Casa Hoje,2021-11-27,"George Henrique & Rodrigo, Marília Mendonça",Brazil,1206196.0
3,Ameaça,2021-11-27,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,1129983.0
4,Arranhão - Ao Vivo,2021-11-27,Henrique & Juliano,Brazil,1117530.0
5,Todo Mundo Menos Você,2021-11-27,"Marília Mendonça, Maiara & Maraisa",Brazil,1113572.0
6,Coração Cachorro,2021-11-27,"Avine Vinny, Matheus Fernandes",Brazil,1095841.0
7,Presepada,2021-11-27,"Marília Mendonça, Maiara & Maraisa",Brazil,1077346.0
8,GALOPA,2021-11-27,PEDRO SAMPAIO,Brazil,1055329.0
9,Toma Toma Vapo Vapo,2021-11-27,"Zé Felipe, Mc Danny",Brazil,1011801.0
10,Ela me Falou Que Quer Rave,2021-11-27,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,972760.0
1,Esqueça-Me Se For Capaz,2021-11-27,"Marília Mendonça, Maiara & Maraisa",Brazil,1355008.0
1,Esqueça-Me Se For Capaz,2021-11-28,"Marília Mendonça, Maiara & Maraisa",Brazil,1134282.0
2,Vai Lá Em Casa Hoje,2021-11-28,"George Henrique & Rodrigo, Marília Mendonça",Brazil,1014629.0
3,Ameaça,2021-11-28,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,967972.0
4,Arranhão - Ao Vivo,2021-11-28,Henrique & Juliano,Brazil,967585.0
5,Coração Cachorro,2021-11-28,"Avine Vinny, Matheus Fernandes",Brazil,961825.0
9,Toma Toma Vapo Vapo,2021-11-28,"Zé Felipe, Mc Danny",Brazil,865200.0
8,GALOPA,2021-11-28,PEDRO SAMPAIO,Brazil,881049.0
6,Todo Mundo Menos Você,2021-11-28,"Marília Mendonça, Maiara & Maraisa",Brazil,941787.0
7,Presepada,2021-11-28,"Marília Mendonça, Maiara & Maraisa",Brazil,895044.0
10,Ela me Falou Que Quer Rave,2021-11-28,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,819378.0
8,Toma Toma Vapo Vapo,2021-11-29,"Zé Felipe, Mc Danny",Brazil,645372.0
7,Ameaça,2021-11-29,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,682588.0
6,Arranhão - Ao Vivo,2021-11-29,Henrique & Juliano,Brazil,686314.0
5,GALOPA,2021-11-29,PEDRO SAMPAIO,Brazil,690882.0
4,Presepada,2021-11-29,"Marília Mendonça, Maiara & Maraisa",Brazil,736749.0
3,Todo Mundo Menos Você,2021-11-29,"Marília Mendonça, Maiara & Maraisa",Brazil,740635.0
2,Vai Lá Em Casa Hoje,2021-11-29,"George Henrique & Rodrigo, Marília Mendonça",Brazil,766350.0
1,Esqueça-Me Se For Capaz,2021-11-29,"Marília Mendonça, Maiara & Maraisa",Brazil,884727.0
9,Coração Cachorro,2021-11-29,"Avine Vinny, Matheus Fernandes",Brazil,618946.0
10,Ela me Falou Que Quer Rave,2021-11-29,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,593995.0
1,Esqueça-Me Se For Capaz,2021-11-30,"Marília Mendonça, Maiara & Maraisa",Brazil,897389.0
2,Vai Lá Em Casa Hoje,2021-11-30,"George Henrique & Rodrigo, Marília Mendonça",Brazil,783547.0
4,Presepada,2021-11-30,"Marília Mendonça, Maiara & Maraisa",Brazil,742804.0
5,Arranhão - Ao Vivo,2021-11-30,Henrique & Juliano,Brazil,698511.0
6,GALOPA,2021-11-30,PEDRO SAMPAIO,Brazil,697851.0
3,Todo Mundo Menos Você,2021-11-30,"Marília Mendonça, Maiara & Maraisa",Brazil,757803.0
8,Toma Toma Vapo Vapo,2021-11-30,"Zé Felipe, Mc Danny",Brazil,650498.0
9,Coração Cachorro,2021-11-30,"Avine Vinny, Matheus Fernandes",Brazil,614566.0
10,Ela me Falou Que Quer Rave,2021-11-30,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,583973.0
7,Ameaça,2021-11-30,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,670269.0
8,Toma Toma Vapo Vapo,2021-12-01,"Zé Felipe, Mc Danny",Brazil,666294.0
7,Ameaça,2021-12-01,"Paulo Pires, Mc Danny, Marcynho Sensação",Brazil,686376.0
5,Arranhão - Ao Vivo,2021-12-01,Henrique & Juliano,Brazil,747869.0
4,Presepada,2021-12-01,"Marília Mendonça, Maiara & Maraisa",Brazil,763532.0
6,GALOPA,2021-12-01,PEDRO SAMPAIO,Brazil,716483.0
2,Vai Lá Em Casa Hoje,2021-12-01,"George Henrique & Rodrigo, Marília Mendonça",Brazil,814076.0
1,Esqueça-Me Se For Capaz,2021-12-01,"Marília Mendonça, Maiara & Maraisa",Brazil,931659.0
10,Ela me Falou Que Quer Rave,2021-12-01,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Brazil,594227.0
3,Todo Mundo Menos Você,2021-12-01,"Marília Mendonça, Maiara & Maraisa",Brazil,782043.0
